Product:,"Ricoh 910725 Theta V camera, Metallic Gray" 
URL:,https://www.amazon.ca/Ricoh-Theta-camera-Metallic-Gray/dp/B074W5BKYS/ref=sr_1_1_sspa?dchild=1&keywords=electronics&qid=1606075994&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzS0gzVkdONUtPNldWJmVuY3J5cHRlZElkPUEwMTUwNDQ1MTZNWjZMNzc3MjIyTCZlbmNyeXB0ZWRBZElkPUEwOTAzODIwMlk1WDNGVDhGSFhESCZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU= 
Price:,439.00 
Overall Rating:,4.4 out of 5 stars 
Reviews: 
Title,Rating,Review,Date,Author 
Great travel case,5.0,"My daughter loves it. It fits her tablet, chargers, games, headphones and two DS’s.","May 15, 2020",cynthia
Excellent Organizers,5.0,"well made, lots of storage, well designed.  Well worth the money.","December 15, 2017",Virgilio Santos
Great!,5.0,I am using this as a first aid kit and it is great!!,"January 17, 2020",Shana
Very diverse.,5.0,Exactly what I was looking for. Easy to reconfigure. I Highly recommend it.,"February 22, 2019",Bruceeb
Received on time but missing one piece,2.0,"Have only received two pieces instead of three.  Middle One is missing, it seems to be strong and well organized.","July 25, 2020",Khoi Tran
Great for travel,5.0,Great product for my devices and accessories!,"October 19, 2018",Crystal D.
Good cases,5.0,Good quality and good options,"May 29, 2019",Rob Mcfish
Helpful for organizing,5.0,Excellent to organize cords and electronics,"February 17, 2019",Brynne
As advertised and delivery was as promised,5.0,As advertised and delivery was as promised,"November 24, 2018",Amazon Customer
Good for organizing accessories and cable for travel,5.0,"Used for  PC cables, portable chargers, power bank, hard drive. So far looks good time will tell about durability, specifically the zippers.","May 8, 2019",Doron G.
Five Stars,5.0,"belle couleur, compartiment pratique","October 17, 2018",monique ducharme
Très bonne qualité,5.0,Très bonne qualité,"October 30, 2018",G. Morin
Sturdy!,5.0,Have had this bag for quite a long time now and taken it travelling many times. Has held up extremely well!,"April 11, 2020",Amazon Customer
AMAZING,5.0,Awesome investment this is a lifesaver for all my geeky traumy phonesss and accessories.,"May 29, 2019",Candace
Perfect for the traveller.,5.0,"Bought it as a gift, and now I kind of want one! Awesome for travelling!","January 25, 2018",Rhall
super,4.0,works perfect. thank you.,"October 19, 2018",david
Rugged and versstile,5.0,Extremely well made. I like that one section has adjustable dividers as it makes it more versatile.,"October 4, 2019",Fos
Satisfaction,5.0,Love the storage capacity,"August 30, 2020",Andree Blanc
I like it,5.0,Just as advertised and myTab A fits!,"September 28, 2019",Carmen Browne
Must have!,5.0,Luv it! Well organized.,"November 20, 2019",Rhéal J
Great bag,5.0,Great bag! Well made with lots of pockets and ways of dividing it up to suit whatever you need to carry and protect.,"June 1, 2019",Gordon W
Well made,5.0,Very handy and well made craftsmanship,"August 1, 2018",jade
Well worth the purchase,5.0,Fantastic organizer for all my cables and electronic devices,"December 27, 2018",Tye.j
useful,5.0,"very useful  for keeping all the USB's, and cables organized.","July 4, 2020",asfaw Bekele
Four Stars,4.0,It works excellent for what i am using it for.,"June 8, 2018",Len Litke
Love it!,5.0,Perfect for me!,"December 27, 2018",Canadian Consumer
Parfait,5.0,"Parfait et très contente,livraison rapide","February 25, 2020",Nicole
"Great product, very useful but arrived damaged.",3.0,"Great product, very useful but arrived damaged.","October 10, 2018",Jasmine Jarry
Five Stars,5.0,Excellent space and good quality product.,"February 26, 2018",Amazon Customer
Great product in Cheaper price!!,5.0,Awesome!!!,"October 31, 2018",KAISAR HOSSAIN
Work,5.0,Work,"November 14, 2018",Diego Canizares
The large one is very small,1.0,Thought it would be bigger,"February 21, 2019",Cole
"Very useful product, however the sides are almost too strong",2.0,"Very useful product, however the sides are almost too strong. What I mean is with other electronics organizers, the flat panels are hard enough to protect the electronics inside, however the side seems can be compressed. With these, the side panels are as stiff as the flat panels making compression impossible. Placing this inside a suitcase or backpack, the actual backpack is extended outwards because these things will not push down at all. When using this to save space, it actually ends up taking up more space in some situations","November 4, 2018",Matt Wong-Fung
Super handy!,5.0,"Space for all of my cables and accessories, this handy little case makes it much easier to find what I need!","January 25, 2019",Polly Amazoneous
Good Space,5.0,"Tons of space, fits my iPad as well","August 5, 2019",Nking
,,Muy buena opción para organización de materiales no es muy permeable pero protege bastante bien lo que guarda en su interior,"Reviewed in Mexico on August 25, 2017",Adriana Hernández
,,great all my cables are organizered,"Reviewed in Australia on April 17, 2018",Curtis McEvoy
""
Product:,"ProCase Universal Hard EVA Case, Shockproof Durable Travel Carrying Case Organizer Bag Storage Protective Box, with Mesh Pockets for Small Electronics and Accessories –Black"
URL:,https://www.amazon.ca/Universal-Shockproof-Protective-Electronics-Accessories/dp/B07TSHYYT6/ref=sr_1_54?dchild=1&keywords=electronics&qid=1606075994&sr=8-54
Price:,19.99
Overall Rating:,4.5 out of 5 stars
Reviews:
Title,Rating,Review,Date,Author
A really great case for the price look at all the zippered pockets,5.0,This case is really excellent. If you look closely at the pictures you'll see all sorts of zippered spaces for you to put your items in. Look at other cases around with a similar price and you won't see the same thing.,"September 4, 2019",Kevin Parker
Quality,5.0,"No complaints. Well-made. I would have personally preferred velcro straps over the five zipper pockets, but if the zippers continue to hold from daily use as they are now, i have no real complaints. Unlike some other Eva hard-cases, the middle does not push in easily when pressure is applied.","May 28, 2020",Joey
logement,5.0,Neurostimulateur (TENS) et accessoires.....,"November 9, 2020",Jacques
,,"Bigger than expected (don't often get to say that). Should have paid closer attention to details. No detriment to the item itself, which is very useful for a longer trip or more gear. It is however rather bulky so if you're looking simply to keep a couple if cables, a charger and battery pack safe and in order, you might find something smaller more suitable. I can fit in headphones, charging cables for phone, aux lead, battery pack lead and large battery pack, torch, phone charger and socket adapter without problem. The zip isn't amazing but is ok and the hardshell provides some padding for equiptment.","Reviewed in the United Kingdom on April 2, 2020",Dot
,,It was a bit too big for me. So swapped it for a smaller one..,"Reviewed in the United Kingdom on November 19, 2020",Heather Lee
,,Will make s lovely Christmas present for my grandson.,"Reviewed in the United Kingdom on December 20, 2019",gordon limbrick
,,"Ich nutze das Case für Sticks, Kabel, Stecker, Adapter und ein kleines Wischtuch. Es dient mir dabei, diese kleinen Utensilien, die für mich als DJ wichtig sind, kompakt zu halten. Das Case ist stabil gebaut und wirkt robust - wie es sich über längere Zeit verhält bleibt abzuwarten. Verarbeitung sieht gut aus und Style ist hübsch. Durch die harte Außenhülle ist es schwierig das Case etwas zu überladen bzw. zu stopfen. Wenn die Seitenfächer voll sind, bleibt kaum Raum, in der Mittelwand noch Dinge, die leicht auftragen unterzubringen, da diese Wand direkt auf dem Reißverschluss der tieferen Seitenabteile aufliegt. Meiner Meinung nach hätte man das Case minimal dicker gestalten müssen, damit zwischen Trennwand und den Seitenabteilen noch etwas Luft ist. Im Prinzip kann ich nur die Seitenfächer nutzen. Ich war so schnell an der Kapazitätsgrenze und musste etwas quetschen.","Reviewed in Germany on February 14, 2020",Bitte_Danke_Gerne
,,"Più rigida e grande di quanto mi aspettassi, ma un ottimo prodotto ben fatto e di buona qualità. La parte esterna è completamente rigida, quindi non si può riempire troppo o non si chiude e anche se riempita poco occuperà sempre lo stesso spazio in borsa o zaino, però ottima per proteggere da urti. Reale ingombro esterno 25 x 15 cm e altezza 6,5 cm. Molto comode le tasche che sono elastiche, di buona qualità le cerniere e le cuciture. Consigliato","Reviewed in Italy on September 17, 2020",Matteo
,,"Cercavo una custodia per proteggere hdd portatili e altri strumenti tecnologici, da portare sempre con me per lavoro. Robusta, capiente e ben rifinita, per me va benissimo. Unica pecca non ci sono divisori morbidi fra un lato e l'altro, se si riempie molto le cose tendono a ""sbattere"" una sull'altra.","Reviewed in Italy on March 31, 2020",Giordano
